cell_id,lat,lon,elevation,slope,aspect,curvature,flow_accumulation,historical_landslide,landslide_id,landslide_year,training_event,control_for_event
cell_1017_1077,30.54239360855938,79.71883637958246,3352,41.888645,98.447525,0.0061699483,6.771259017920566,0,,,LS_007,LS_007
cell_503_155,30.671378344708007,79.44323426059917,3389,40.781788,331.73877,-0.0027733014,7.821063573026659,0,,,LS_006,LS_006
cell_1042_1049,30.53589242630947,79.7106149823482,3836,29.481348,136.25905,-0.012098025,10.019825986282502,0,,,LS_007,LS_007
cell_484_147,30.676227773315027,79.44077982686862,3636,45.16155,117.012665,-0.00035982777,3.4872530741643306,0,,,LS_006,LS_006
cell_1106_278,30.51699626984973,79.4821821024801,2062,14.683909,39.559673,0.0020059103,1.772146559549212,0,,,LS_002,LS_002
cell_507_125,30.670244333406263,79.43434057854304,3907,44.40373,90.25693,-0.0010307846,5.230500010082507,0,,,LS_006,LS_006
cell_1063_72,30.52730999544925,79.42091662735326,3015,9.3123,159.62357,-0.035148624,2047.1310713048024,0,,,LS_008,LS_008
cell_496_127,30.673075545317268,79.43488905091178,4064,42.158005,129.09386,-0.0044994745,9.866865396356046,0,,,LS_006,LS_006
cell_1121_70,30.51241209158227,79.42056435432136,2595,17.167696,345.17352,-0.0011070056,4.870419457444961,0,,,LS_004,LS_004
cell_1051_617,30.53225013791413,79.58250839243014,2315,28.759182,129.80557,-0.0013719699,5.214168760042185,0,,,LS_001,LS_001
cell_486_143,30.675700041213865,79.43959998928246,3680,48.45397,121.958115,-0.013734908,7.967679679630382,0,,,LS_006,LS_006
cell_1043_91,30.53251291448929,79.42646863444733,3211,41.10162,13.686451,0.010812509,2.126666323615749,0,,,LS_008,LS_008
cell_475_146,30.67853480164803,79.44044567015628,3570,47.769154,52.12502,-0.0061760447,15.657284920915462,0,,,LS_006,LS_006
cell_927_546,30.563856519189866,79.56098006877328,1478,44.950188,28.36905,-0.0029284437,8.905274238829191,0,,,LS_005,LS_005
cell_1161_250,30.50277839493577,79.47409946440797,1911,66.7203,178.3758,0.0008208995,7.503748141448843,0,,,LS_003,LS_003
cell_1050_91,30.530715757545927,79.42649760623875,3257,46.610798,79.71643,-0.009832855,10.09950424433518,0,,,LS_008,LS_008
cell_1020_1068,30.541597011226425,79.7161766560218,3530,42.232277,125.150986,0.0021445646,3.580844445909446,0,,,LS_007,LS_007
cell_1081_53,30.52262032783454,79.41535687724298,2883,35.93387,181.04163,-0.008485081,15.66524804982399,0,,,LS_008,LS_008
cell_1050_1037,30.533802996388616,79.70708263109559,3964,50.895264,123.3497,-0.023743248,30.197604952071465,0,,,LS_007,LS_007
cell_926_571,30.564195053563434,79.56839373756158,1543,52.699245,191.38512,0.004846523,5.029408432391227,1,LS_005,2017.0,LS_005,LS_005
cell_1084_77,30.52193649598072,79.42248657571233,3051,51.894257,231.43265,-0.008091659,5.146269951202111,0,,,LS_008,LS_008
cell_1079_86,30.52325247101325,79.42513482893898,3276,41.36971,70.48072,0.00723159,1.37406092295516,0,,,LS_008,LS_008
cell_1110_86,30.515293622957618,79.42526317414779,2800,44.40776,212.55,-0.0018310812,19.922175981672364,1,LS_004,2017.0,LS_004,LS_004
cell_1037_1027,30.5371115023903,79.70407207575433,4158,30.448025,60.94539,-0.02186516,58.71929859610354,0,,,LS_007,LS_007
cell_1071_1071,30.52851055324667,79.71723872049418,3364,29.274143,125.43331,0.010809694,5.576020320039478,0,,,LS_007,LS_007
cell_1093_306,30.5204304164586,79.49043376267862,1490,38.019337,96.12693,-0.0019294993,285.21702073309297,0,,,LS_002,LS_002
cell_1006_1051,30.545141958011435,79.71108615236234,3685,33.336372,145.88553,0.0033439226,9.05274737351814,0,,,LS_007,LS_007
cell_1049_66,30.530882715706337,79.41907901894888,3098,19.181501,136.02303,-0.0058341827,209.08696003968583,1,LS_008,2017.0,LS_008,LS_008
cell_905_582,30.56962270506103,79.57157841763883,2239,44.369133,122.90524,0.0029627066,2.528349948348673,0,,,LS_005,LS_005
cell_1012_662,30.542408194487777,79.59571152132929,1780,73.567085,231.83861,0.010160972,5.160201577907379,0,,,LS_001,LS_001
cell_517_163,30.667812526391792,79.44566788774983,3816,47.728306,332.41193,0.0041193357,2.7124714045579728,0,,,LS_006,LS_006
cell_1061_1064,30.531057784067265,79.71512866550262,3605,43.801052,98.42697,0.0126351435,1.5071336050402862,0,,,LS_007,LS_007
cell_1156_238,30.50402040485165,79.47052137916064,2176,62.078346,188.43185,-0.013622611,11.501363394643455,0,,,LS_003,LS_003
cell_928_595,30.563759661985923,79.57552203000574,1524,51.786854,110.44011,0.020404596,1.722654177888875,0,,,LS_005,LS_005
cell_1110_88,30.515300789317816,79.42585623590854,2831,43.734264,205.27112,0.0060449904,4.142468482324321,1,LS_004,2017.0,LS_004,LS_004
cell_478_126,30.67769314291636,79.43451749600202,4117,53.7504,71.79844,-0.0023604955,3.7736382335573415,0,,,LS_006,LS_006
cell_530_132,30.66436452365433,79.43651471096074,3799,30.050653,59.931423,-0.0062833936,3.2986637077338794,0,,,LS_006,LS_006
cell_1048_1048,30.53434887878929,79.71033870895943,3806,49.116177,129.13612,0.0018236651,50.888552059698846,0,,,LS_007,LS_007
cell_496_121,30.673054062135986,79.43310697379859,4229,41.733517,115.05098,0.027789028,1.2266183143071314,0,,,LS_006,LS_006
cell_509_147,30.669809451129552,79.44088293263522,3466,23.137075,12.464927,-0.007600834,10053.478094796725,1,LS_006,2017.0,LS_006,LS_006
cell_1024_66,30.53730110783484,79.41897504783292,3352,40.467873,163.24425,0.0062278477,2.2092917066929667,0,,,LS_008,LS_008
cell_1159_232,30.50322928549955,79.46875443173217,2037,47.496807,156.0141,-0.0020445902,1.0586148898750425,0,,,LS_003,LS_003
cell_1073_49,30.52465977768307,79.41413731169025,3105,51.902508,196.81262,0.004434927,2.627939506715067,0,,,LS_008,LS_008
cell_1090_276,30.521097261654013,79.4815251426213,2433,60.343464,125.63761,0.010334045,1.05681464005325,0,,,LS_002,LS_002
cell_515_128,30.66820120988725,79.43526469857817,3779,36.51506,97.841705,-0.006814029,29.62168567613272,0,,,LS_006,LS_006
cell_1141_303,30.50809634338899,79.48973465629622,1360,38.293297,302.27563,0.011298424,29.465032214920104,0,,,LS_002,LS_002
cell_1054_1050,30.53281413952964,79.71095230661035,3740,32.34296,66.2796,-0.006212394,46.15908944962103,0,,,LS_007,LS_007
cell_499_167,30.672447941389063,79.44678193925412,3431,24.977497,351.8699,0.0047931247,5.741009830648847,0,,,LS_006,LS_006
cell_1091_73,30.520124971697665,79.42132942841714,2888,34.74348,244.89543,0.00023190136,9.96764152125573,0,,,LS_004,LS_004
cell_1069_1035,30.52891851014881,79.70655402833052,3843,35.744827,174.0459,-0.010220468,67.5499104297545,0,,,LS_007,LS_007
cell_1171_233,30.50015185190268,79.46909919641494,1746,45.31588,145.61966,-0.010044052,1077.214918786524,0,,,LS_003,LS_003
cell_1076_79,30.52399756937272,79.42304650586988,3189,34.435017,295.41602,0.0025908893,2.441241964269225,0,,,LS_008,LS_008
cell_1045_668,30.53395441148356,79.5976131069721,1909,36.016632,11.853009,0.0034926576,80.20697887710972,0,,,LS_001,LS_001
cell_1102_265,30.5179782783574,79.47831103407799,2324,51.662376,184.58185,-0.008952546,3.2657273716058337,0,,,LS_002,LS_002
cell_1147_281,30.50648011140796,79.48323518707528,1223,47.099045,113.32141,0.0061880257,3.968591873183363,0,,,LS_002,LS_002
cell_903_594,30.57017523542399,79.57513150454444,1843,70.38311,103.949234,0.013959594,1.774442266036474,0,,,LS_005,LS_005
cell_1039_1052,30.536671537928303,79.71149470414214,3799,43.764988,101.103836,-0.0060105445,6.142986633069284,1,LS_007,2017.0,LS_007,LS_007
cell_1148_296,30.50627505626233,79.48768684984063,1382,30.120636,293.6542,0.0142537225,1.5839112727983482,0,,,LS_002,LS_002
