pseudocode,state,district,block,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,lgd_block_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g,cwsn_sch_type,rte_25p_admission_yn,estd_year,certified_fit_india_yn,is_nsqf,prevoc_yn,stc_yn,smdc_pta_yn,smdc_pta_meeting,remedial_tch_enrol,learner_holistic_rptcard_yn,facility_building_status,facility_no_building_blocks,facility_pucca_building_blocks,facility_boundary_wall,facility_total_class_rooms,facility_other_rooms,facility_classrooms_in_good_condition,facility_classrooms_needs_minor_repair,facility_classrooms_needs_major_repair,facility_separate_room_for_hm,facility_total_boys_toilet,facility_total_boys_func_toilet,facility_total_girls_toilet,facility_total_girls_func_toilet,facility_total_boys_cwsn_toilet,facility_func_boys_cwsn_friendly,facility_total_girls_cwsn_toilet,facility_func_girls_cwsn_friendly,facility_urinal_boys,facility_urinal_girls,facility_handwash_near_toilet,facility_hand_pump_yn,facility_well_prot_yn,facility_tap_yn,facility_othsrc_yn,facility_well_unprot_yn,facility_pack_water_yn,facility_hand_pump_fun_yn,facility_well_prot_fun_yn,facility_tap_fun_yn,facility_othsrc_fun_yn,facility_well_unprot_fun_yn,facility_pack_water_fun_yn,facility_rain_water_harvesting,facility_handwash_facility_for_meal,facility_electricity_availability,facility_solar_panel,facility_library_availability,facility_book_bank,facility_reading_corner,facility_playground_available,facility_playground_alt_yn,facility_medical_checkups,facility_availability_ramps,facility_availability_of_handrails,facility_furniture_availability,facility_phy_lab_cond,facility_chem_lab_cond,facility_bio_lab_cond,facility_math_lab_cond,facility_lang_lab_cond,facility_geo_lab_cond,facility_home_sc_lab_cond,facility_psycho_lab_cond,facility_comp_lab_cond,facility_comp_ict_lab_yn,facility_ict_lab_yn,facility_laptop,facility_tablet,facility_desktop,facility_digiboard,facility_teachdev_tot,facility_server_tot,facility_smart_class_tv_tot,facility_projector,facility_printer,facility_internet,facility_dth,facility_spl_educator_yn,facility_librarian_yn,facility_land_avl_yn,facility_kitchen_garden_yn,facility_staff_qtr_yn,facility_tinkering_lab_yn,facility_boarding_pri_yn,facility_boarding_upr_yn,facility_boarding_sec_yn,facility_boarding_hsec_yn,facility_cyber_safety,facility_psycho_social,facility_enrichment_activities,safety_sdmp_plan_yn,safety_struct_safaud_yn,safety_nonstr_safaud_yn,safety_cctv_cam_yn,safety_fire_ext_yn,safety_nodal_tch_yn,safety_safty_trng_yn,safety_dismgmt_taug_yn,safety_slfdef_grt_yn,safety_slfdef_trained,safety_guide_display_yn,safety_tch_first_level_counsellor,safety_safe_sec_audit,safety_teacher_displaying_photo,safety_vidya_pravesh,safety_stu_atndnc_yn,safety_tch_atndnc_yn,safety_sch_youth_club_yn,safety_sch_eco_club_yn,safety_tch_icard_yn,safety_self_cert_obtained_yn
1303435,UTTARAKHAND,CHAMOLI,THARALI,1,,,Gumad Laga Gerud,Gudam,Tharali,4,3,6,8,1,246481,2,2,3,0,2,4,19,0,0,0,0,1,9,9,227,1,0,0,0,0,0,0,9,9,2004,1,2,2,2,2,0,0,1,3,1,1,2,3,1,3,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,2,0,1,1,2,3,2,1,1,9,9,9,9,9,9,44,0,1.0,1,1,1,2,1,1,1,1,1,22,1,1,1,1,1,2,2,1,1,1,1
3416496,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Kamera,Kameda(Choki),Karnaprayag,5,3,6,12,4,246449,2,2,3,0,2,4,14,19,0,2,2,2,9,9,228,1,0,0,0,0,0,0,9,9,1966,1,2,2,2,1,4,2,1,1,2,1,5,3,0,3,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,4,4,4,4,4,4,4,4,4,2,9,0,0,2,0,0,0,0,0,2,1,2,3,2,1,1,1,2,9,9,2,2,0,0,2.0,1,1,1,2,1,1,1,1,2,0,2,2,2,1,2,1,2,1,1,1,2
9792384,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Panti,Panti,Narayanbagar,2,3,1,8,5,246455,2,2,3,0,2,19,4,14,0,0,0,1,1,9,218,1,13,5,0,0,1,1,9,9,2003,9,2,2,2,9,0,0,9,2,1,1,6,10,10,10,0,0,1,2,2,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,0,0,0,0,3,1,2,3,2,2,1,9,9,2,9,9,9,0,0,,1,1,1,1,1,1,1,1,2,0,1,2,4,1,1,1,1,2,1,1,1
3687401,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Kathur,Kathud,Dasholi,1,3,1,5,1,246424,2,2,3,0,2,4,0,0,0,0,0,1,2,1,222,1,0,0,0,0,0,0,9,9,1985,1,2,9,2,2,0,0,1,3,1,1,5,2,1,2,0,0,1,0,0,1,1,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9525262,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Randoli,Randoli,Gairsain,1,3,1,5,1,246440,2,2,3,0,2,4,19,0,0,0,0,1,2,2,223,1,0,0,0,0,1,1,9,9,1984,1,2,9,2,2,0,0,1,3,1,1,2,2,1,2,0,0,1,1,1,1,1,0,0,0,0,1,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,1,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,2,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9650827,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Chaudali,Chaundali,Karnaprayag,1,3,1,5,1,246444,2,2,3,0,2,4,14,19,0,0,0,1,2,1,224,1,0,0,0,0,0,0,9,9,1949,1,2,9,2,2,0,0,1,3,1,1,1,2,1,2,0,0,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,3,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,0,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
7328915,UTTARAKHAND,CHAMOLI,GAIRSAIN,2,Gairsain-Town Panchayat,Gairsain (NP) -Senji Ward No. 7,,,,1,3,1,5,1,246428,2,2,3,0,2,4,19,14,0,0,0,1,2,2,230,1,0,0,1,0,0,0,9,9,1967,1,2,9,2,2,0,12,1,3,2,2,3,3,1,2,0,1,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,2,0,0,0,1,0,0,1,2,3,1,2,1,9,9,2,9,9,9,33,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
8355171,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Dugalwali,Dhungalwali,Karnaprayag,1,3,1,5,1,246446,2,2,3,0,2,4,0,0,0,0,0,1,2,1,230,1,0,0,0,0,0,0,9,9,1957,1,2,9,2,2,0,3,1,3,2,2,2,2,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,1,0,1,2,3,2,1,1,9,9,2,9,9,9,10,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
9152790,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Darmi,Ganai,Joshimath,1,3,1,5,1,246472,2,2,3,0,2,4,19,14,0,0,0,2,2,1,230,1,0,1,0,0,0,0,9,9,1973,1,2,9,2,1,4,0,1,3,2,0,1,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,1,3,1,1,1,9,9,2,9,9,9,0,0,1.0,1,2,2,2,1,1,1,1,9,0,1,2,6,1,2,2,2,1,1,1,1
7493766,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Tajpur Laga Kandai,Tajpur,Dewal,1,3,1,5,1,246427,2,2,3,0,2,4,19,14,0,0,0,2,2,2,226,1,0,0,0,0,2,2,9,9,1956,1,2,9,2,2,0,0,1,3,1,1,1,2,4,2,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,3,0,0,0,0,0,0,1,1,3,2,2,1,9,9,2,9,9,9,15,0,1.0,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
9057715,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Naigwaad Ward No.8,,,,2,3,1,8,5,246401,2,2,3,0,2,4,14,19,0,0,0,1,1,9,218,1,1,1,0,0,0,0,9,9,1984,9,2,1,1,9,0,0,9,1,1,1,7,9,9,9,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,0,0,1,0,1,2,3,2,2,2,9,9,2,9,9,9,0,0,,1,1,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
3216315,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Nalgaon Sirgur,Nal Gaon,Narayanbagar,1,3,1,5,1,246453,2,2,3,0,2,4,19,14,0,0,0,1,2,2,228,1,0,0,0,0,3,0,9,9,1957,1,2,9,2,2,0,3,1,3,1,1,2,2,2,0,0,2,1,1,1,1,1,1,1,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
7480035,UTTARAKHAND,CHAMOLI,KARANPRAYAG,1,,,Dhanai Laga,Dhanai,Karnaprayag,1,3,1,5,1,246487,2,2,3,0,2,4,19,14,0,0,0,1,2,2,227,1,0,0,0,0,0,1,9,9,1980,1,2,9,2,2,0,3,1,3,1,1,2,2,1,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,2,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,13,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,1,1,1,1
2060347,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Godi Giwala,Godi Giwala,Pokhari,1,3,1,5,1,246442,2,2,3,0,2,4,14,19,0,0,0,2,2,2,230,1,0,0,0,0,0,1,9,9,1986,1,2,9,2,2,0,0,1,3,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,0,0,0,0,0,0,0,1,1,1,2,2,1,9,9,2,9,9,9,0,0,2.0,1,1,1,2,1,1,1,1,9,0,1,1,2,1,1,2,2,2,1,1,1
7610348,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Dhamak,Dhamak,Pokhari,1,3,1,5,1,246473,2,2,3,0,2,4,14,19,0,0,0,2,2,2,226,1,0,0,0,0,0,0,9,9,1975,1,2,9,2,1,8,0,1,3,1,1,2,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,1,2,3,1,2,1,9,9,2,9,9,9,5,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,2,1,1,1
3860816,UTTARAKHAND,CHAMOLI,THARALI,2,Tharali-Town Panchayat,Tharali (NP) - Devrada Ward No. 2,,,,1,3,1,5,1,246481,2,2,3,0,2,4,19,14,18,0,0,1,2,2,225,1,0,0,0,0,0,2,9,9,1986,1,2,9,2,2,0,0,1,3,1,1,3,2,2,1,0,1,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,23,19,1.0,1,1,2,2,1,1,1,1,9,0,1,1,3,1,1,2,2,1,1,1,1
8170979,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Mehal Chauri,Mehal Chauri,Gairsain,2,3,1,8,5,246431,2,2,3,0,2,4,19,14,0,0,0,1,2,9,0,1,0,0,0,0,2,1,9,9,2012,9,2,2,2,9,0,0,9,2,2,2,6,14,14,14,0,0,1,2,2,3,3,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,6,0,1,0,0,1,1,1,2,3,2,1,1,9,9,2,9,9,9,0,0,,1,1,2,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1
6130930,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Chopata,Chopta,Narayanbagar,1,3,1,5,1,246453,2,2,3,0,2,4,19,14,0,0,0,2,2,2,225,1,0,0,1,0,3,3,9,9,1901,1,2,9,2,2,0,10,1,3,2,2,7,5,1,5,0,0,1,2,2,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,4,3,0,0,0,0,0,1,1,2,3,2,1,1,9,9,2,9,9,9,54,54,1.0,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,2
6267208,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Sarna,Sharana,Pokhari,1,3,1,5,1,246446,2,2,3,0,2,4,19,14,18,0,0,1,2,1,222,1,0,0,0,0,1,1,9,9,1949,1,2,9,2,1,6,0,1,3,2,1,1,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,5,1,1,2,2,2,1,1,1
9829271,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Pandukaswar,Pandukeshar,Joshimath,1,3,1,5,1,246443,2,2,3,0,2,4,19,14,0,0,0,1,2,2,228,1,0,0,0,0,1,1,9,9,1963,1,2,9,2,1,7,1,1,3,4,4,5,4,2,2,2,0,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,2,3,1,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
2984786,UTTARAKHAND,CHAMOLI,DASHOLI,2,Chamoli Gopeshwar-Municipality,Chamoli Gopeshwar (MB) -Lower Bazaar Ward No.5,,,,1,3,1,5,5,246401,2,2,3,0,2,4,0,0,0,0,0,1,1,9,220,1,4,2,0,0,0,0,9,9,1984,9,2,9,2,9,0,0,9,1,1,1,1,5,5,5,0,0,1,2,2,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,1,0,1,0,0,0,0,0,1,1,2,3,2,2,2,9,9,2,9,9,9,0,0,,1,1,2,1,1,1,1,1,9,0,1,1,1,1,1,1,1,1,1,1,1
1030091,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Sunabhi,Sunbhi,Narayanbagar,1,3,1,5,5,246453,2,2,3,0,2,4,19,14,0,0,0,2,2,9,231,1,0,2,0,0,0,0,9,9,2002,9,2,9,2,9,0,0,9,2,2,0,2,6,6,0,6,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,1,0,0,0,0,1,2,3,2,1,2,9,9,2,9,9,9,0,0,,1,1,1,1,1,1,1,1,9,0,1,1,5,1,1,1,1,2,1,1,2
3625401,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Hans Koti,Hanskoti,Narayanbagar,4,3,6,8,1,246444,2,2,3,0,2,4,0,0,0,0,0,2,9,9,228,1,0,0,0,0,0,0,9,9,1993,1,2,2,2,2,0,4,1,3,1,1,5,3,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,9,1,2,9,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,9,9,9,9,6,0,1.0,1,1,2,2,1,1,1,1,1,19,1,1,4,1,1,2,2,1,1,1,1
1718762,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Thaing,Theing,Joshimath,7,3,6,10,1,246443,2,2,3,0,2,4,0,0,0,2,0,2,9,9,207,1,0,0,0,0,0,0,9,9,1993,1,2,2,2,1,2,10,1,3,5,2,5,5,2,1,0,4,1,1,1,0,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,2,9,0,0,4,0,0,0,0,0,0,1,2,3,2,1,1,2,2,9,9,2,9,72,0,1.0,1,2,2,2,1,1,2,1,1,35,1,1,1,1,2,2,2,1,1,2,1
3092843,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Sarkot,Sarkot,Gairsain,4,3,6,8,1,246428,2,2,3,0,2,4,14,19,0,0,0,1,9,9,5,1,0,0,0,0,0,0,9,9,2007,1,2,2,2,2,0,0,1,3,5,5,2,5,2,5,0,0,1,2,2,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,7,0,0,0,0,0,1,1,2,3,2,1,1,9,9,9,9,9,9,0,0,2.0,1,1,1,2,1,1,2,1,1,30,1,1,1,1,1,2,2,1,1,1,1
3347368,UTTARAKHAND,CHAMOLI,NARAYANBAGAR,1,,,Angtoli,Angtoli,Narayanbagar,4,3,6,8,1,246455,2,2,3,0,2,4,14,19,0,0,0,2,9,9,225,1,0,0,0,0,0,0,9,9,2010,1,2,2,2,2,0,7,1,3,1,1,2,3,2,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,9,9,9,9,7,7,1.0,1,1,1,2,1,1,1,1,2,0,1,1,6,1,1,2,2,1,1,1,2
6979163,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Banswara,Banswada,Ghat,4,3,6,8,1,246449,2,2,3,0,2,4,19,14,0,0,0,2,9,9,0,1,0,0,0,0,0,0,9,9,2006,1,2,2,2,2,0,0,1,3,1,0,1,3,1,3,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,9,9,9,9,0,0,1.0,1,2,2,1,1,1,1,1,2,0,1,1,1,1,2,2,2,1,1,1,1
1933958,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Kunigar Malli,Kunigad Malli,Gairsain,5,3,6,12,1,246431,2,2,3,0,2,4,0,0,0,2,2,2,9,9,0,1,0,0,0,0,0,0,9,9,1983,1,2,2,2,1,5,2,1,3,3,3,5,21,4,8,5,8,1,2,2,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,3,1,2,0,0,5,0,0,0,0,0,2,1,2,3,2,1,1,2,2,9,9,2,2,51,0,1.0,1,1,2,1,1,1,1,1,1,79,1,1,1,1,1,2,2,1,1,1,1
8597625,UTTARAKHAND,CHAMOLI,POKHARI,1,,,Gugali,Gugali,Augustmuni,4,3,6,8,1,246473,2,2,3,0,2,4,19,0,0,0,0,2,9,9,226,1,0,0,0,0,0,0,9,9,2007,1,2,2,2,2,0,0,1,3,1,1,1,3,2,3,0,0,1,1,1,1,1,0,0,0,0,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,1,2,3,2,2,1,9,9,9,9,9,9,24,24,1.0,1,1,1,2,1,1,1,1,1,15,1,2,2,1,1,2,2,1,1,1,1
2808694,UTTARAKHAND,CHAMOLI,GAIRSAIN,1,,,Panchali,Panchali,Gairsain,5,3,6,12,1,246428,2,2,3,0,2,4,0,0,0,2,2,1,9,9,240,1,0,0,0,0,0,0,9,9,1979,1,2,2,2,1,0,0,1,3,7,2,5,7,3,5,2,0,1,3,3,2,2,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,9,1,2,9,1,4,4,4,4,4,4,4,4,4,1,1,0,0,6,0,0,0,1,0,3,1,2,3,2,1,1,2,2,9,9,2,2,0,0,1.0,1,1,1,1,1,1,2,1,1,61,1,1,3,1,1,2,2,1,1,1,1
9053056,UTTARAKHAND,CHAMOLI,DASHOLI,1,,,Lasi,Lasee,Dasholi,1,3,1,5,1,246424,2,2,3,0,2,4,19,14,0,0,0,1,2,2,227,1,0,0,0,0,0,0,9,9,1999,1,2,9,2,2,0,6,1,3,1,0,2,2,1,0,2,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,2,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,6,1,1,2,2,1,1,1,1
8578560,UTTARAKHAND,CHAMOLI,NANDANAGAR,1,,,Kanol,Kanol,Ghat,1,3,1,5,1,246435,2,2,3,0,2,4,19,14,0,0,0,2,2,2,226,1,0,0,0,0,0,2,9,9,1999,1,2,9,2,2,0,0,1,3,1,1,5,2,0,2,0,0,2,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,2,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
1022466,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Dhak,Dhak,Joshimath,1,3,1,5,1,246443,2,2,3,0,2,4,19,14,0,0,0,1,2,1,222,1,0,0,0,1,0,0,9,9,1998,1,2,9,2,1,6,0,1,3,1,1,1,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,1,3,0,0,0,1,1,1,1,2,3,1,1,1,9,9,2,9,9,9,0,0,1.0,1,1,2,2,1,1,2,1,9,0,1,1,6,1,1,2,2,1,1,1,1
6263131,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Tangni Malli,Tangani Malli,Joshimath,1,3,1,5,1,246472,2,2,3,0,2,4,19,14,0,0,0,1,2,1,221,1,0,0,0,0,0,1,9,9,1969,1,2,9,2,1,8,0,1,3,2,2,1,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,2.0,1,2,2,2,1,1,1,1,9,0,1,2,1,1,1,2,2,1,1,1,1
1489194,UTTARAKHAND,CHAMOLI,DEWAL,1,,,Dharkot Laga Suiyya,Dharkot Suiya,Dewal,1,3,1,5,1,246427,2,2,3,0,2,4,0,0,0,0,0,2,2,2,232,1,0,0,0,0,1,1,9,9,1984,1,2,9,2,2,0,0,1,3,1,1,2,2,1,0,2,0,1,1,0,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,0,1,2,3,2,1,1,9,9,2,9,9,9,0,0,1.0,1,1,1,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
5553910,UTTARAKHAND,CHAMOLI,Jyotirmath,1,,,Palla,Jakhola,Joshimath,1,3,1,5,1,246472,2,2,3,0,2,4,19,0,0,0,0,1,2,2,225,1,0,0,0,0,0,1,9,9,2006,1,2,9,2,1,7,1,1,3,1,1,2,2,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,1,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,0,0,0,1,2,3,2,2,1,9,9,2,9,9,9,5,0,1.0,1,1,2,2,1,1,1,1,9,0,1,1,1,1,1,2,2,1,1,1,1
