source_settlement_id,source_settlement,source_population,source_district,recommendation_rank,site_id,site_name,site_village,site_district,ai_relocation_score,safe_site_score,site_capacity,distance_km,distance_score,accessibility_score,infrastructure_score,remaining_capacity,recommendation_status,reason
SETTLEMENT_40891,Mahargaon,317,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.332,71.23,100.0,28.093,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40891,Mahargaon,317,57,2,7073310,Educational Facility,Pakhi,CHAMOLI,66.852,69.24,50.0,7.253,84.982,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40891,Mahargaon,317,57,3,9122080,Educational Facility,Raigari,CHAMOLI,65.587,69.86,75.0,20.01,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40891,Mahargaon,317,57,4,9156747,Educational Facility,Langsi,CHAMOLI,65.504,63.47,62.0,11.214,58.572,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40891,Mahargaon,317,57,5,1269696,Educational Facility,Pakhi,CHAMOLI,64.912,63.74,50.0,7.253,84.982,100.0,90.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40892,Malari,2278,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.762,71.23,100.0,33.087,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40892,Malari,2278,57,2,9122080,Educational Facility,Raigari,CHAMOLI,65.417,69.86,75.0,35.12,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40892,Malari,2278,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,64.149,69.24,50.0,48.481,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40892,Malari,2278,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.386,63.61,75.0,33.087,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40892,Malari,2278,57,5,4283719,Educational Facility,Urgam,CHAMOLI,60.266,53.86,125.0,44.418,0.0,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40893,Kailashpur,186,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.714,71.23,100.0,32.374,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40893,Kailashpur,186,57,2,9122080,Educational Facility,Raigari,CHAMOLI,65.381,69.86,75.0,35.892,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40893,Kailashpur,186,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,64.135,69.24,50.0,48.71,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40893,Kailashpur,186,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.422,63.61,75.0,33.506,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40893,Kailashpur,186,57,5,4283719,Educational Facility,Urgam,CHAMOLI,60.308,53.86,125.0,44.221,0.0,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40895,Farkiagaon,232,57,0,,,,,,,,,,,,,UNRESOLVED,SOURCE_COORDINATES_UNAVAILABLE
SETTLEMENT_40896,Kosa,356,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.703,71.23,100.0,30.284,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40896,Kosa,356,57,2,9122080,Educational Facility,Raigari,CHAMOLI,65.393,69.86,75.0,32.606,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40896,Kosa,356,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,64.135,69.24,50.0,45.765,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40896,Kosa,356,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.407,63.61,75.0,30.423,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40896,Kosa,356,57,5,4283719,Educational Facility,Urgam,CHAMOLI,60.277,53.86,125.0,41.619,0.0,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40897,Jalam,264,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.492,71.23,100.0,26.469,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40897,Jalam,264,57,2,9122080,Educational Facility,Raigari,CHAMOLI,65.129,69.86,75.0,27.108,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40897,Jalam,264,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,64.064,69.24,50.0,40.613,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40897,Jalam,264,57,4,9911458,Educational Facility,Jalam,CHAMOLI,60.47,65.04,25.0,0.0,100.0,100.0,95.0,25.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40897,Jalam,264,57,5,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.454,63.61,75.0,25.148,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40898,Jumma,92,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,69.932,71.23,100.0,24.798,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40898,Jumma,92,57,2,9122080,Educational Facility,Raigari,CHAMOLI,64.671,69.86,75.0,23.55,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40898,Jumma,92,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,63.717,69.24,50.0,37.469,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40898,Jumma,92,57,4,8765150,Educational Facility,Fagti,CHAMOLI,60.877,67.12,25.0,6.436,90.429,100.0,100.0,25.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40898,Jumma,92,57,5,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.513,63.61,75.0,21.926,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40900,Kaga Laga Dronagiri,114,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,69.94,71.23,100.0,26.457,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40900,Kaga Laga Dronagiri,114,57,2,9122080,Educational Facility,Raigari,CHAMOLI,64.534,69.86,75.0,25.203,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40900,Kaga Laga Dronagiri,114,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,63.62,69.24,50.0,39.225,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40900,Kaga Laga Dronagiri,114,57,4,9911458,Educational Facility,Jalam,CHAMOLI,60.499,65.04,25.0,2.902,100.0,100.0,95.0,25.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40900,Kaga Laga Dronagiri,114,57,5,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.482,63.61,75.0,23.676,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40901,Garpak,78,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.376,71.23,100.0,29.252,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40901,Garpak,78,57,2,9122080,Educational Facility,Raigari,CHAMOLI,65.006,69.86,75.0,28.511,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40901,Garpak,78,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,63.975,69.24,50.0,42.541,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40901,Garpak,78,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.493,63.61,75.0,26.996,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40901,Garpak,78,57,5,9911458,Educational Facility,Jalam,CHAMOLI,60.467,65.04,25.0,3.049,100.0,100.0,95.0,25.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40902,Dronagiri,108,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,70.07,71.23,100.0,30.804,0.0,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40902,Dronagiri,108,57,2,9122080,Educational Facility,Raigari,CHAMOLI,64.591,69.86,75.0,27.987,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40902,Dronagiri,108,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,63.645,69.24,50.0,42.577,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40902,Dronagiri,108,57,4,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.499,63.61,75.0,27.056,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40902,Dronagiri,108,57,5,4283719,Educational Facility,Urgam,CHAMOLI,60.361,53.86,125.0,39.932,0.0,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40903,F-1,2,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,77.977,71.23,100.0,8.74,75.066,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_40903,F-1,2,57,2,9122080,Educational Facility,Raigari,CHAMOLI,72.272,69.86,75.0,9.925,67.166,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40903,F-1,2,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.235,63.61,75.0,5.343,97.715,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40903,F-1,2,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.459,66.72,62.0,5.343,97.715,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_40903,F-1,2,57,5,4283719,Educational Facility,Urgam,CHAMOLI,66.426,53.86,125.0,10.166,65.558,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_800290,Badrinathpuri (NP),2873,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,75.203,71.23,100.0,13.257,44.956,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_800290,Badrinathpuri (NP),2873,57,2,9122080,Educational Facility,Raigari,CHAMOLI,65.697,69.86,75.0,31.581,0.0,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_800290,Badrinathpuri (NP),2873,57,3,7073310,Educational Facility,Pakhi,CHAMOLI,64.162,69.24,50.0,31.105,0.0,100.0,100.0,50.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_800290,Badrinathpuri (NP),2873,57,4,6188919,Educational Facility,Pandukaswar,CHAMOLI,63.969,63.47,62.0,13.257,44.956,100.0,90.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_800290,Badrinathpuri (NP),2873,57,5,9859864,Educational Facility,Bara Gaon,CHAMOLI,60.459,63.61,75.0,26.67,0.0,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_800291,Joshimath  (NPP),19689,57,1,5582604,Educational Facility,Pandukaswar,CHAMOLI,77.495,71.23,100.0,8.86,74.268,100.0,85.0,100.0,PRIMARY,AI ranked safe-site candidate
SETTLEMENT_800291,Joshimath  (NPP),19689,57,2,9122080,Educational Facility,Raigari,CHAMOLI,72.309,69.86,75.0,9.698,68.681,100.0,90.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_800291,Joshimath  (NPP),19689,57,3,9859864,Educational Facility,Bara Gaon,CHAMOLI,70.363,63.61,75.0,5.051,99.663,100.0,75.0,75.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_800291,Joshimath  (NPP),19689,57,4,3856092,Educational Facility,Bara Gaon,CHAMOLI,69.507,66.72,62.0,5.051,99.663,100.0,85.0,62.0,ALTERNATIVE,AI ranked safe-site candidate
SETTLEMENT_800291,Joshimath  (NPP),19689,57,5,4283719,Educational Facility,Urgam,CHAMOLI,66.446,53.86,125.0,10.509,63.272,40.0,75.0,125.0,ALTERNATIVE,AI ranked safe-site candidate
